names,imag+zpve,u298,h298,g298,gap,dipX,dipY,dipZ,dipTotal,core,Tetrahedral_count,Unconnected_triangles_count,Triangles_with_1_shared_vertex_count,Triangles_with_2_shared_vertices_count
AuTM-2728.xyz.1322864.hpc-mn1.out , 22.77      24.77      0.272131867871 ,-63.52304277,-63.22815736,-63.30180302,1.920132344,5.0454,6.6959,9.7193,32.625,1,0,0,0,0
AuTM-2729.xyz.1322865.hpc-mn1.out , 9.50       16.93      0.903557126548 ,-137.6031777,-136.6411512,-136.7850076,1.831262313,3.0062,1.4306,-3.1148,11.588,1,0,0,0,0
AuTM-2730.xyz.1322866.hpc-mn1.out , -8.42      -1.89      0.335566881187 ,-58.10535292,-57.74447782,-57.82502849,1.740235192,0.803,2.8636,0.5449,7.685,1,0,0,0,0
AuTM-2731.xyz.1322867.hpc-mn1.out , 9.21       16.27      0.682776000926 ,-112.2496714,-111.5227103,-111.6397874,2.669525809,2.4417,-0.1533,-2.7444,9.345,1,0,0,0,0
AuTM-2732.xyz.1322868.hpc-mn1.out , 60.58      78.00      0.073484764018 ,-17.21832964,-17.1363,-17.17821671,4.184284361,-4.2752,1.0341,1.3896,11.724,1,0,0,0,0
AuTM-2733.xyz.1322869.hpc-mn1.out , 13.01      17.38      0.603055135126 ,-87.50802953,-86.86564717,-86.97217212,2.925378779,10.404,8.9928,8.9294,41.676,1,0,0,0,0
AuTM-2734.xyz.1322870.hpc-mn1.out , 8.10       21.40      0.565398567477 ,-83.81171059,-83.2145408,-83.3073203,3.371764801,0.1296,-0.7541,1.3179,3.873,1,0,0,0,0
AuTM-2735.xyz.1322871.hpc-mn1.out , 9.76       20.81      0.392574902951 ,-78.42341509,-78.00063949,-78.09064038,2.148436988,0.1579,4.4931,-1.257,11.866,1,0,0,0,0
AuTM-2736.xyz.1322872.hpc-mn1.out , -0.55      7.74       0.409301058592 ,-83.64080698,-83.2006646,-83.29195457,3.351870666,10.9518,11.6463,12.1329,51.012,1,0,0,0,0
AuTM-2737.xyz.1322873.hpc-mn1.out , 6.95       7.69       0.621549490739 ,-116.9420844,-116.2741591,-116.3970447,2.592663604,-0.8681,-0.8683,-0.8682,3.822,1,0,0,0,0
AuTM-2738.xyz.1322874.hpc-mn1.out , 3.79       4.91       0.539474362849 ,-121.0915609,-120.5077791,-120.6279485,1.533758538,-1.5884,0.2089,-2.7548,8.1,1,0,0,0,0
AuTM-2739.xyz.1322875.hpc-mn1.out , 9.64       11.41      0.221452377022 ,-157.8353604,-157.570847,-157.6883945,3.463053504,-0.2354,-0.0392,0.6981,1.875,1,0,0,0,0
AuTM-2740.xyz.1322876.hpc-mn1.out , 11.03      21.34      0.450435614377 ,-84.17476668,-83.68966814,-83.78862741,1.786776742,-4.0429,2.2497,-0.7057,11.896,1,0,0,0,0
AuTM-2741.xyz.1322877.hpc-mn1.out , -8.11      6.08       0.385402241609 ,-78.82804926,-78.41367584,-78.50160986,1.892851615,9.9219,4.0225,16.8791,50.805,1,0,0,0,0
AuTM-2742.xyz.1322878.hpc-mn1.out , 8.69       11.01      0.189130952977 ,-71.85914793,-71.6450643,-71.72435334,2.824677502,1.1723,-2.381,4.3109,12.867,1,0,0,0,0
AuTM-2743.xyz.1322879.hpc-mn1.out , 5.94       19.65      0.207116980326 ,-55.9587996,-55.7314056,-55.80112298,2.007085394,1.356,-2.8444,-1.9157,9.373,1,0,0,0,0
AuTM-2744.xyz.1322880.hpc-mn1.out , 11.64      32.01      0.139943152234 ,-66.69639146,-66.5345629,-66.60680072,1.303047275,-1.5469,-9.9201,-29.0389,78.097,1,0,0,0,0
AuTM-2745.xyz.1322881.hpc-mn1.out , 17.77      20.92      0.752927890888 ,-117.3193517,-116.5170536,-116.6440966,2.930482548,0.9341,2.6426,2.8191,10.104,1,0,0,0,0
AuTM-2746.xyz.1322882.hpc-mn1.out , 53.28      64.39      0.092989870918 ,-40.65102961,-40.54387193,-40.59928703,2.748422929,-2.0675,0.8187,14.8234,38.099,1,0,0,0,0
AuTM-2747.xyz.1322883.hpc-mn1.out , 19.30      35.66      0.313644899819 ,-56.36281123,-56.0221472,-56.10463315,2.484335678,-1.8256,4.4069,-3.2103,14.614,1,0,0,0,0
AuTM-2748.xyz.1322884.hpc-mn1.out , -4.49      2.58       0.465621248958 ,-85.2119753,-84.71295302,-84.81068437,2.749357408,11.1602,4.7349,10.1488,40.186,1,0,0,0,0
AuTM-2749.xyz.1322885.hpc-mn1.out , 14.93      20.63      0.305459474185 ,-109.0201929,-108.6788147,-108.780671,3.051845841,-0.0543,1.1159,-4.9242,12.834,1,0,0,0,0
AuTM-2750.xyz.1322886.hpc-mn1.out , 34.10      56.12      0.228935415142 ,-54.2018086,-53.95437689,-54.01739867,1.965156735,-2.6511,2.9675,-0.4392,10.176,1,0,0,0,0
AuTM-2751.xyz.1322887.hpc-mn1.out , 15.53      33.90      0.104761561233 ,-48.16530074,-48.04166592,-48.10912645,2.644005859,-4.5155,-1.2852,-19.9962,52.207,1,0,0,0,0
AuTM-2752.xyz.1322888.hpc-mn1.out , 21.58      36.88      0.295084772359 ,-71.33760226,-71.01794248,-71.09530732,2.041448815,1.1173,-1.4116,3.0615,9.027,1,0,0,0,0
AuTM-2753.xyz.1322889.hpc-mn1.out , 26.64      38.11      0.287092861535 ,-55.52886686,-55.22233769,-55.28880082,3.165931244,3.3245,-0.184,-1.5686,9.355,1,0,0,0,0
AuTM-2754.xyz.1322890.hpc-mn1.out , -2.38      11.50      0.181412194075 ,-44.61710566,-44.41819518,-44.48275105,1.113271924,0.4126,-0.5754,0.5591,2.293,1,0,0,0,0
AuTM-2755.xyz.1322891.hpc-mn1.out , 15.59      42.50      0.294383520958 ,-63.3729829,-63.05638321,-63.12901989,1.96949775,-4.4014,0.6337,-0.3861,11.345,1,0,0,0,0
AuTM-2756.xyz.1322892.hpc-mn1.out , -4.22      15.23      0.318025235983 ,-68.47301008,-68.13110311,-68.20704296,1.808019467,0.1605,-2.4156,-1.278,6.958,1,0,0,0,0
AuTM-2757.xyz.1322893.hpc-mn1.out , 9.21       10.97      0.465457903112 ,-151.1948326,-150.6805103,-150.807905,1.977004287,2.9447,-2.6729,1.1093,10.494,1,0,0,0,0
AuTM-2758.xyz.1322894.hpc-mn1.out , 2.81       12.16      0.210754479857 ,-43.1076309,-42.8792656,-42.94380796,1.692693902,2.675,1.2694,2.8335,10.417,1,0,0,0,0
AuTM-2759.xyz.1322895.hpc-mn1.out , -15.37     -10.34     0.515577432768 ,-98.34407369,-97.78816311,-97.90188121,2.007829886,2.1336,-2.2766,-2.7112,10.506,1,0,0,0,0
AuTM-2760.xyz.1322896.hpc-mn1.out , -7.39      11.54      0.585549710993 ,-102.9426212,-102.3136368,-102.4308534,3.146958209,5.8285,8.8281,46.1165,120.261,1,0,0,0,0
AuTM-2761.xyz.1322897.hpc-mn1.out , 7.81       13.92      0.592012671211 ,-91.84622853,-91.21987292,-91.31764954,2.655762265,13.3374,6.9384,16.1119,56.012,1,0,0,0,0
AuTM-2762.xyz.1322898.hpc-mn1.out , 20.18      26.30      0.361389178027 ,-75.76441852,-75.37706357,-75.45671389,1.875830585,6.4183,2.2493,19.8693,53.379,1,0,0,0,0
AuTM-2763.xyz.1322899.hpc-mn1.out , 13.65      17.71      0.466547349157 ,-97.70936245,-97.20571481,-97.30940987,1.777806059,-0.5655,-1.739,0.0776,4.652,1,0,0,0,0
AuTM-2764.xyz.1322900.hpc-mn1.out , 8.26       9.30       0.824138941436 ,-135.2690071,-134.3908894,-134.5283597,3.459109663,18.2774,29.0177,15.8979,96.078,1,0,0,0,0
AuTM-2765.xyz.1322901.hpc-mn1.out , 4.73       12.39      0.379541101859 ,-73.07935326,-72.66921101,-72.76144044,3.585927705,11.2954,49.1124,3.4685,128.393,1,0,0,0,0
AuTM-2766.xyz.1322902.hpc-mn1.out , 7.65       13.49      0.337223797357 ,-94.20342386,-93.83396544,-93.92776273,2.193604429,4.7113,-1.658,1.9842,13.66,1,0,0,0,0
AuTM-2767.xyz.1322903.hpc-mn1.out , 38.27      55.58      0.097022975563 ,-45.20936664,-45.09603966,-45.15623544,3.992684349,-4.3284,-16.4606,-17.6681,62.356,1,0,0,0,0
AuTM-2768.xyz.1322904.hpc-mn1.out , 1.61       13.20      0.552358653511 ,-78.42395231,-77.84215576,-77.93086682,2.927783636,-2.1902,-0.1621,-3.6867,10.907,1,0,0,0,0
AuTM-2769.xyz.1322905.hpc-mn1.out , -8.79      -4.98      0.383655824484 ,-75.93356372,-75.52086026,-75.60952978,2.006215453,0.9343,-1.5525,-2.5567,7.965,1,0,0,0,0
AuTM-2770.xyz.1322906.hpc-mn1.out , 15.63      23.61      0.320801008401 ,-56.82567333,-56.47929184,-56.55856868,2.594361809,-1.3926,2.1838,3.1047,10.277,1,0,0,0,0
AuTM-2771.xyz.1322907.hpc-mn1.out , 19.35      27.40      0.411795383328 ,-73.66261008,-73.2216245,-73.30788425,2.480533465,8.9187,15.0083,3.6026,45.31,1,0,0,0,0
AuTM-2772.xyz.1322908.hpc-mn1.out , 24.26      25.36      0.245292643779 ,-42.57967077,-42.31368435,-42.38390557,3.999369889,-1.4086,0,-2.2628,6.775,1,0,0,0,0
AuTM-2773.xyz.1322909.hpc-mn1.out , 12.45      13.34      0.567159857133 ,-119.0535042,-118.4433368,-118.5588216,0.739814905,-4.6643,-0.3924,7.9328,23.412,1,0,0,0,0
AuTM-2774.xyz.1322910.hpc-mn1.out , 26.98      27.06      0.348491494411 ,-66.59941895,-66.2240612,-66.30526084,3.111542809,0.0811,0.0381,-3.8624,9.82,1,0,0,0,0
AuTM-2775.xyz.1322911.hpc-mn1.out , 2.23       8.63       0.449388435147 ,-121.8797977,-121.3894908,-121.5022994,2.887454579,3.0728,1.2499,-2.3794,10.376,1,0,0,0,0
AuTM-2776.xyz.1322912.hpc-mn1.out , -2.98      12.20      0.274970376962 ,-53.71793865,-53.4208784,-53.49381006,1.789520248,-0.4237,2.2923,-1.9213,7.678,1,0,0,0,0
AuTM-2777.xyz.1322913.hpc-mn1.out , 15.38      16.51      0.380946130629 ,-98.15455241,-97.73957305,-97.8362126,2.16723663,2.7913,2.9121,-2.9486,12.7,1,0,0,0,0
AuTM-2778.xyz.1322914.hpc-mn1.out , 2.63       7.07       0.320832687002 ,-97.47875866,-97.12365523,-97.22364291,2.39086892,-14.9455,12.7233,20.4217,71.994,1,0,0,0,0
AuTM-2779.xyz.1322915.hpc-mn1.out , -6.88      -4.98      0.213329200072 ,-52.52569088,-52.29203524,-52.36253623,1.534194351,3.5753,1.2397,-4.7467,15.43,1,0,0,0,0
AuTM-2780.xyz.1322916.hpc-mn1.out , 18.80      26.33      0.475626613237 ,-86.74040894,-86.23218206,-86.32438653,2.036279705,0.6864,-3.6378,0.6796,9.567,1,0,0,0,0
AuTM-2781.xyz.1322917.hpc-mn1.out , 25.50      27.88      0.381826324328 ,-68.97226884,-68.56286901,-68.64435301,3.38882159,14.1842,4.2918,2.3201,38.126,1,0,0,0,0
AuTM-2782.xyz.1322918.hpc-mn1.out , 20.09      20.13      0.347997317064 ,-66.30605167,-65.93085168,-66.01365764,2.275977433,1.8778,1.8364,0.1847,6.692,1,0,0,0,0
AuTM-2783.xyz.1322919.hpc-mn1.out , 5.62       11.37      0.539575630211 ,-128.0596165,-127.4734913,-127.5984793,2.708754993,-2.6568,-1.1082,0.3306,7.365,1,0,0,0,0
AuTM-2784.xyz.1322920.hpc-mn1.out , 16.98      19.32      0.318878950050 ,-73.02131135,-72.6751763,-72.75828852,3.116675527,-3.4187,2.9073,0.6828,11.538,1,0,0,0,0
AuTM-2785.xyz.1322921.hpc-mn1.out , 7.96       19.51      0.390174483983 ,-81.46954749,-81.04895121,-81.13945687,1.919119071,-3.1781,-2.5223,1.7513,11.232,1,0,0,0,0
AuTM-2786.xyz.1322922.hpc-mn1.out , 5.87       16.01      0.749533284919 ,-110.3339058,-109.5379365,-109.6595901,1.22220671,0.0266,0.1863,-2.6804,6.83,1,0,0,0,0
AuTM-2787.xyz.1322923.hpc-mn1.out , 15.46      17.27      0.235284959848 ,-96.04209336,-95.77790334,-95.86530659,2.676675028,-4.4936,-1.4912,1.1726,12.398,1,0,0,0,0
AuTM-2788.xyz.1322924.hpc-mn1.out , 8.88       22.41      0.535437421599 ,-100.292914,-99.72019337,-99.82183065,1.883651132,12.4092,21.7424,1.9587,63.826,1,0,0,0,0
AuTM-2789.xyz.1322925.hpc-mn1.out , -8.71      -0.78      0.454481119463 ,-103.2342189,-102.7439813,-102.8455125,1.753326184,-3.7932,-5.3283,-1.7706,17.223,1,0,0,0,0
AuTM-2790.xyz.1322926.hpc-mn1.out , -10.08     10.23      0.489743644999 ,-95.13521255,-94.60835841,-94.71336716,1.884939031,-2.571,-0.033,2.7581,9.584,1,0,0,0,0
AuTM-2791.xyz.1322927.hpc-mn1.out , 5.05       10.11      0.334168407567 ,-102.7768615,-102.4089045,-102.5070373,2.309056058,3.6951,0.8783,1.6252,10.5,1,0,0,0,0
AuTM-2792.xyz.1322928.hpc-mn1.out , 27.26      34.07      0.289171759801 ,-70.4892324,-70.1741065,-70.25405436,1.867920166,27.0003,0.3153,-3.3155,69.148,1,0,0,0,0
AuTM-2793.xyz.1322929.hpc-mn1.out , 5.61       15.31      0.360352029919 ,-83.85221719,-83.46185566,-83.54957129,2.870843919,0.2869,5.1778,-1.3679,13.632,1,0,0,0,0
AuTM-2794.xyz.1322930.hpc-mn1.out , -8.64      -8.59      0.748106867595 ,-129.1050886,-128.3158827,-128.4287193,4.51049601,4.7291,4.729,4.729,20.819,1,0,0,0,0
AuTM-2795.xyz.1322931.hpc-mn1.out , -0.72      6.99       0.772492138120 ,-147.665492,-146.8364018,-146.9792924,2.331683615,5.2073,16.0172,14.2165,56.021,1,0,0,0,0
AuTM-2796.xyz.1322932.hpc-mn1.out , 2.81       7.19       0.462984928699 ,-94.42444537,-93.92656178,-94.02879159,1.341452401,-1.0133,0.7045,-0.7783,3.709,1,0,0,0,0
AuTM-2797.xyz.1322933.hpc-mn1.out , 16.26      42.32      0.342411375255 ,-59.91035271,-59.54022372,-59.62294813,2.54927526,-1.2974,5.3665,0.4639,14.083,1,0,0,0,0
AuTM-2798.xyz.1322934.hpc-mn1.out , 19.51      22.62      0.503051672180 ,-87.2821596,-86.74640438,-86.84076147,3.06020769,-1.6286,1.5854,4.1826,12.099,1,0,0,0,0
AuTM-2799.xyz.1322935.hpc-mn1.out , 14.52      20.42      0.925722536010 ,-136.5811707,-135.600307,-135.7353988,2.856600756,4.1975,4.4354,11.9457,34.1,1,0,0,0,0
AuTM-2800.xyz.1322936.hpc-mn1.out , -2.74      8.94       0.529948869644 ,-101.059942,-100.490835,-100.6009805,3.711810734,0.0001,0,0,0,1,0,0,0,0
AuTM-2801.xyz.1322937.hpc-mn1.out , 5.18       12.54      0.698550594033 ,-119.7170983,-118.9699634,-119.0960062,2.915528736,0.5858,24.7932,7.0544,65.536,1,0,0,0,0
AuTM-2802.xyz.1322938.hpc-mn1.out , -1.37      8.29       0.583569765040 ,-86.24910827,-85.63174434,-85.730183,3.016483869,1.9034,0.2896,3.2404,9.58,1,0,0,0,0
AuTM-2803.xyz.1322939.hpc-mn1.out , 13.11      22.21      0.195404291940 ,-51.23098383,-51.01562694,-51.08445186,2.622127515,3.9875,-0.4874,-1.2547,10.697,1,0,0,0,0
AuTM-2804.xyz.1322940.hpc-mn1.out , 8.71       15.38      0.677493483721 ,-113.7446625,-113.026088,-113.1383383,2.177376115,3.3152,6.5837,0.9322,18.885,1,0,0,0,0
AuTM-2805.xyz.1322941.hpc-mn1.out , 17.41      34.43      0.293539790118 ,-56.72017328,-56.40201517,-56.47970322,2.733248129,-5.2469,6.7739,11.8595,37.188,1,0,0,0,0
AuTM-2806.xyz.1322942.hpc-mn1.out , 3.79       9.13       0.131189647152 ,-43.19434249,-43.04363204,-43.11284254,3.324488327,2.0862,2.6093,0.0519,8.492,1,0,0,0,0
AuTM-2807.xyz.1322943.hpc-mn1.out , 20.09      20.11      0.361267311442 ,-80.34439434,-79.95253291,-80.04236484,2.11608969,-0.0001,0.0004,2.4953,6.342,1,0,0,0,0
AuTM-2808.xyz.1322944.hpc-mn1.out , 16.84      24.04      0.646375569269 ,-96.92360873,-96.23836992,-96.34321239,1.476402492,0.2838,-3.6971,1.2691,9.961,1,0,0,0,0
AuTM-2809.xyz.1322945.hpc-mn1.out , -1.88      10.15      0.346378809700 ,-65.45058051,-65.07783813,-65.16079948,1.860593273,-2.7242,-2.3358,-0.0002,9.121,1,0,0,0,0
AuTM-2810.xyz.1322946.hpc-mn1.out , -7.34      20.32      0.338052164961 ,-64.08116226,-63.7158275,-63.80049258,2.482228367,0.228,-1.4131,1.6499,5.552,1,0,0,0,0
AuTM-2811.xyz.1322947.hpc-mn1.out , -14.12     9.23       0.899655902007 ,-139.4788763,-138.5205453,-138.6666161,1.479858469,3.6869,-0.4109,-1.8301,10.514,1,0,0,0,0
AuTM-2812.xyz.1322948.hpc-mn1.out , 11.89      28.47      0.673997470351 ,-94.1798308,-93.47199962,-93.56786686,2.790264686,2.7215,3.577,11.2063,30.689,1,0,0,0,0
AuTM-2813.xyz.1322949.hpc-mn1.out , 1.28       5.03       0.307381320384 ,-90.55694732,-90.21987814,-90.31103444,0.142991122,-7.2911,-4.769,-14.5322,43.066,1,0,0,0,0
AuTM-2814.xyz.1322950.hpc-mn1.out , 17.36      33.95      0.293535829466 ,-56.7201726,-56.40201242,-56.47971413,2.733990708,-0.0007,7.69,17.5627,48.732,1,0,0,0,0
AuTM-2815.xyz.1322951.hpc-mn1.out , 4.86       8.72       0.734733683978 ,-127.1786471,-126.3960034,-126.5214823,2.695154799,7.4502,6.2963,22.4826,62.292,1,0,0,0,0
AuTM-2816.xyz.1322952.hpc-mn1.out , 12.05      23.59      0.340642445864 ,-85.59464662,-85.22423084,-85.31332737,2.951146411,0.1353,1.5069,1.8455,6.066,1,0,0,0,0
AuTM-2817.xyz.1322953.hpc-mn1.out , -4.24      -2.74      0.345232446397 ,-69.08927537,-68.71824239,-68.8004754,1.859326925,-2.8957,2.4505,0.7588,9.833,1,0,0,0,0
AuTM-2818.xyz.1322954.hpc-mn1.out , 11.96      13.08      0.444497238387 ,-91.42219612,-90.94447794,-91.04015179,1.771841649,-3.0619,2.0594,-3.2521,12.502,1,0,0,0,0
AuTM-2819.xyz.1322955.hpc-mn1.out , 8.63       15.09      0.797004028287 ,-147.2568266,-146.4037008,-146.543745,1.447016533,1.7036,1.2432,-0.8072,5.74,1,0,0,0,0
AuTM-2820.xyz.1322956.hpc-mn1.out , 6.77       8.53       0.475634039356 ,-83.75448229,-83.24440052,-83.34380629,2.652151746,18.4495,32.2094,7.0523,96.035,1,0,0,0,0
AuTM-2821.xyz.1322957.hpc-mn1.out , 2.96       13.28      0.725968755410 ,-117.6613295,-116.8878084,-117.0128425,1.41548793,5.1547,11.7603,8.7308,39.467,1,0,0,0,0
AuTM-2822.xyz.1322958.hpc-mn1.out , 21.29      21.84      0.129387242140 ,-36.74457333,-36.60111502,-36.65696076,2.283646203,1.1446,-2.9153,-2.9198,10.883,1,0,0,0,0
AuTM-2823.xyz.1322959.hpc-mn1.out , 11.37      18.74      0.297666189689 ,-65.10542511,-64.78421475,-64.8612301,1.771696133,0.7618,0.5777,-2.3226,6.384,1,0,0,0,0
AuTM-2824.xyz.1322960.hpc-mn1.out , 5.19       6.96       0.550507301829 ,-119.9886234,-119.3955895,-119.5112265,2.062455028,0.5996,2.3931,2.5327,8.987,1,0,0,0,0
AuTM-2825.xyz.1322961.hpc-mn1.out , -2.57      3.51       0.857044398994 ,-145.2092438,-144.2972696,-144.4370336,2.309223907,5.8649,1.1105,-0.6142,15.252,1,0,0,0,0
AuTM-2826.xyz.1322962.hpc-mn1.out , 4.27       5.07       0.300688020564 ,-67.09316537,-66.76620808,-66.85159078,1.739807731,-3.334,-1.7036,0.9939,9.846,1,0,0,0,0
AuTM-2827.xyz.1322963.hpc-mn1.out , 19.77      26.70      0.304260885929 ,-62.45480567,-62.12597871,-62.20396116,2.079026533,20.2067,1.9247,8.3168,55.756,1,0,0,0,0
AuTM-2828.xyz.1322964.hpc-mn1.out , 49.24      53.57      0.166305246649 ,-28.93027153,-28.7526958,-28.80147295,4.263499553,-3.489,3.02,-0.2829,11.751,1,0,0,0,0
AuTM-2829.xyz.1322965.hpc-mn1.out , 4.38       11.21      0.556470327624 ,-88.0161175,-87.42316913,-87.52436178,3.230832246,0.168,22.2879,0.4317,56.663,1,0,0,0,0
AuTM-2830.xyz.1322966.hpc-mn1.out , 11.41      16.80      0.680066276802 ,-96.55796782,-95.83985716,-95.94520326,3.63492492,-0.4625,0.755,-3.3108,8.711,1,0,0,0,0
AuTM-2831.xyz.1322967.hpc-mn1.out , -3.80      -2.05      0.416020462936 ,-88.11492912,-87.66577833,-87.76421797,2.40167208,-2.2667,1.9501,-2.4425,9.814,1,0,0,0,0
AuTM-2832.xyz.1322968.hpc-mn1.out , 0.86       6.89       0.438729930603 ,-78.15047442,-77.68158714,-77.77239412,1.812712675,0.298,-0.6592,3.5303,9.16,1,0,0,0,0
AuTM-2833.xyz.1322969.hpc-mn1.out , 19.89      34.32      0.107249679762 ,-28.28999224,-28.17063719,-28.22252141,3.114519613,2.8203,0.1825,-3.0608,10.589,1,0,0,0,0
AuTM-2834.xyz.1322970.hpc-mn1.out , 20.48      28.23      0.296596794001 ,-65.33487699,-65.01377889,-65.09024158,2.45654075,3.478,-1.0595,1.1195,9.669,1,0,0,0,0
AuTM-2835.xyz.1322971.hpc-mn1.out , 7.46       12.41      0.718467301334 ,-124.402733,-123.6348841,-123.7625636,2.231505319,-0.3142,1.8443,-0.0968,4.762,1,0,0,0,0
AuTM-2836.xyz.1322972.hpc-mn1.out , 5.89       7.40       0.553058651283 ,-100.0933496,-99.50119872,-99.60911967,2.925153219,-4.7093,0.2334,-1.3376,12.457,1,0,0,0,0
AuTM-2837.xyz.1322973.hpc-mn1.out , 3.05       5.02       0.258575628880 ,-62.25494681,-61.97236537,-62.05177321,2.398979602,1.6281,-4.1075,3.2642,13.963,1,0,0,0,0
AuTM-2838.xyz.1322974.hpc-mn1.out , 2.03       10.17      0.416893600761 ,-110.8795017,-110.4235779,-110.530778,4.818126878,0.4764,-4.7249,0.4944,12.136,1,0,0,0,0
AuTM-2839.xyz.1322975.hpc-mn1.out , 19.31      33.33      0.194989917948 ,-68.84639596,-68.62641173,-68.70531705,1.554353515,0.0004,-0.0002,-0.0001,0.001,1,0,0,0,0
AuTM-2840.xyz.1322976.hpc-mn1.out , 34.08      38.55      0.068089433429 ,-36.92351015,-36.84222974,-36.896703,3.039005474,-3.1881,-8.4751,-3.607,24.774,1,0,0,0,0
AuTM-2841.xyz.1322977.hpc-mn1.out , 34.90      42.79      0.346401494604 ,-69.32804033,-68.95610407,-69.03430016,3.08684162,9.2177,4.2223,6.0111,29.959,1,0,0,0,0
AuTM-2842.xyz.1322978.hpc-mn1.out , 31.24      36.57      0.075099955427 ,-20.40425697,-20.31956456,-20.3646972,3.10726122,-2.1027,0.0002,3.1879,9.707,1,0,0,0,0
AuTM-2843.xyz.1322979.hpc-mn1.out , 16.96      25.84      0.389101429258 ,-63.91470332,-63.49795309,-63.58184441,2.99415357,-2.0292,-1.927,3.8743,12.148,1,0,0,0,0
AuTM-2844.xyz.1322980.hpc-mn1.out , 12.71      15.07      0.797203881302 ,-157.1902239,-156.3389728,-156.4754892,3.647743261,-1.484,-2.9637,-0.362,8.475,1,0,0,0,0
AuTM-2845.xyz.1322981.hpc-mn1.out , 5.18       5.74       0.645444421429 ,-102.2210987,-101.5342754,-101.6463758,2.016202429,-0.1069,-3.1082,-2.2127,9.701,1,0,0,0,0
AuTM-2846.xyz.1322982.hpc-mn1.out , 7.43       16.08      0.672070803508 ,-112.8211996,-112.1049419,-112.2222503,2.419970155,-3.197,-1.137,-4.2684,13.859,1,0,0,0,0
AuTM-2847.xyz.1322983.hpc-mn1.out , 11.86      23.33      0.204432099000 ,-47.65398806,-47.43087349,-47.49742125,2.95810648,-0.1095,3.9976,1.7162,11.061,1,0,0,0,0
AuTM-2848.xyz.1322984.hpc-mn1.out , 3.78       7.06       0.944239047279 ,-162.1836216,-161.1764541,-161.3319299,1.676617986,-6.8531,11.565,7.5371,39.173,1,0,0,0,0
AuTM-2849.xyz.1322985.hpc-mn1.out , 9.91       10.36      0.986801609511 ,-161.9368323,-160.883622,-161.0458014,3.007437094,20.0138,-6.3582,-8.6615,57.737,1,0,0,0,0
AuTM-2850.xyz.1322986.hpc-mn1.out , 9.13       14.10      0.357803049399 ,-88.13279213,-87.74433765,-87.83514094,1.416858934,3.2267,-0.1648,2.3608,10.171,1,0,0,0,0
AuTM-2851.xyz.1322987.hpc-mn1.out , -1.65      8.42       0.533663869227 ,-105.0759481,-104.5058739,-104.6091113,2.760885293,3.2833,3.5629,1.1427,12.653,1,0,0,0,0
AuTM-2852.xyz.1322988.hpc-mn1.out , 17.91      27.84      0.629228567867 ,-99.71464968,-99.05292725,-99.14501443,2.969302002,-0.8699,-3.8313,0.9774,10.291,1,0,0,0,0
AuTM-2853.xyz.1322989.hpc-mn1.out , 3.09       21.21      0.275446108194 ,-63.79812827,-63.49906449,-63.57570873,1.410737385,-4.3216,-1.1695,1.5588,12.049,1,0,0,0,0
AuTM-2854.xyz.1322990.hpc-mn1.out , -34.12     -12.51     0.330461545687 ,-74.40601051,-74.04878049,-74.13152424,1.797784956,3.0783,-0.4788,-2.5375,10.213,1,0,0,0,0
AuTM-2855.xyz.1322991.hpc-mn1.out , -0.87      7.88       0.218488236409 ,-64.81112619,-64.57136629,-64.64348307,1.24751242,0.5666,0.1105,0.7773,2.461,1,0,0,0,0
AuTM-2856.xyz.1322992.hpc-mn1.out , 10.52      18.68      0.195786191307 ,-51.18458735,-50.968483,-51.03873213,2.342724924,-1.5919,1.0488,3.6443,10.454,1,0,0,0,0
AuTM-2857.xyz.1322993.hpc-mn1.out , 8.79       9.52       0.450887903870 ,-96.80777506,-96.3209226,-96.42401959,2.214538101,0.7676,-4.7012,-2.7789,14.017,1,0,0,0,0
AuTM-2858.xyz.1322994.hpc-mn1.out , 16.07      21.46      0.965822852099 ,-144.876015,-143.8537372,-143.9914329,2.104851278,21.9196,7.1344,21.8087,80.657,1,0,0,0,0
AuTM-2859.xyz.1322995.hpc-mn1.out , 17.99      23.58      0.113943955129 ,-55.86109459,-55.72740927,-55.7959451,1.709043085,2.442,-3.4596,10.7423,29.349,1,0,0,0,0
AuTM-2860.xyz.1322996.hpc-mn1.out , 6.68       22.66      0.362710690041 ,-58.87305623,-58.4858901,-58.56395127,3.128847376,14.0441,16.3997,3.1668,55.467,1,0,0,0,0
AuTM-2861.xyz.1322997.hpc-mn1.out , 3.26       12.40      0.409583161068 ,-90.82765423,-90.3853778,-90.48151651,2.102692864,-3.1469,2.966,-0.8794,11.216,1,0,0,0,0
AuTM-2862.xyz.1322998.hpc-mn1.out , 13.94      18.59      0.582630077418 ,-92.2607749,-91.64020106,-91.74416745,2.830375746,-0.0003,-0.0006,4.7455,12.062,1,0,0,0,0
AuTM-2863.xyz.1322999.hpc-mn1.out , 9.57       11.61      0.563813361639 ,-99.70308249,-99.09924022,-99.20723014,3.206693168,0.6958,3.8296,2.8714,12.294,1,0,0,0,0
AuTM-2864.xyz.1323000.hpc-mn1.out , 2.14       18.01      0.249215631785 ,-55.36852302,-55.09803016,-55.1705484,2.386387291,0.7747,-1.0545,5.3083,13.896,1,0,0,0,0
